,Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Primary %,Won Primary,Party Affiliation,Cand_Office,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Debt_Owed_By_Committee,Coverage_End_Date,Cand_Street_1,Cand_Street_2,Cand_City,Cand_State,Cand_Zip,Individual_Itemized_Contribution,Individual_Unitemized_Contribution,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,Cand_Contribution,Total_Contribution,Transfer_From_Other_Auth_Committee,Cand_Loan,Other_Loan,Total_Loan,Offsets_To_Operating_Expenditure,Offsets_To_Fundraising,Offsets_To_Leagal_Accounting,Other_Receipts,Operating_Expenditure,Exempt_Legal_Accounting_Disbursement,Fundraising_Disbursement,Transfer_To_Other_Auth_Committee,Cand_Loan_Repayment,Other_Loan_Repayment,Total_Loan_Repayment,Individual_Refund,Party_Committee_Refund,Other_Committee_Refund,Total_Contribution_Refund,Other_Disbursements,Net_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Debt_Owe_To_Committee,Coverage_Start_Date
46,PAUL KERR,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,8.75,No,Dem,H,CA,49.0,DEM,OPEN,8182261.8,8182261.8,0.0,0.0,12/31/2018,330 ENCINITAS BLVD,UNIT 101,ENCINITAS,CA,92024.0,330702.5,20241.24,350943.74,11000.0,0.0,5715217.54,6077161.28,0.0,2000000.0,0.0,2000000.0,0.0,0,0,105100.52,5693303.86,0.0,0.0,0.0,2000000.0,0.0,2000000.0,347045.19,0.0,6000.0,353045.19,135912.75,5724116.09,5693303.86,0.0,0.0,01/01/2017
47,SARA JACOBS,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,31.09,No,Dem,H,CA,49.0,DEM,OPEN,2905005.64,2895016.81,9988.83,0.0,12/31/2018,6970 EMBARCADERO LANE,UNIT 100,CARLSBAD,CA,92011.0,650700.73,64259.52,714960.25,13500.0,0.0,2155798.19,2884258.44,19000.0,0.0,0.0,0.0,1747.2,0,0,0.0,2716788.77,0.0,0.0,0.0,0.0,0.0,0.0,177228.04,0.0,1000.0,178228.04,0.0,2706030.4,2715041.57,0.0,0.0,10/01/2017
48,AMMAR CAMPA-NAJJAR,CA,U.S. House California District 50,Representative,Regular,6/5/18,Advanced,None,On the Ballot,48.360001,Yes,Dem,H,CA,50.0,DEM,CHALLENGER,4079157.61,4076167.49,2990.12,0.0,12/31/2018,14533 OLIVE VISTA DRIVE,,JAMUL,CA,91935.0,2215267.41,1584440.54,3799707.95,190162.52,15785.55,0.0,4005656.02,71129.59,0.0,0.0,0.0,2300.0,0,0,72.0,3982993.46,0.0,0.0,0.0,0.0,0.0,0.0,72443.83,0.0,2750.0,75193.83,17980.2,3930462.19,3980693.46,0.0,0.0,01/01/2017
49,JOSH BUTNER,CA,U.S. House California District 50,Representative,Regular,6/5/18,Lost,None,None,35.509998,No,Dem,H,CA,50.0,DEM,CHALLENGER,758932.09,758932.09,0.0,0.0,07/24/2018,14248 LYONS VALLEY ROAD,APT 3,JAMUL,CA,91935.0,468751.87,107704.35,576456.22,60700.0,0.0,10820.82,647977.04,105921.96,5000.0,0.0,5000.0,33.09,0,0,0.0,660236.95,0.0,0.0,0.0,5000.0,0.0,5000.0,93695.14,0.0,0.0,93695.14,0.0,554281.9,660203.86,0.0,0.0,04/09/2017
50,MARGE DOYLE,CA,U.S. House California District 8,Representative,Regular,6/5/18,Lost,None,,59.610001,,Dem,H,CA,8.0,DEM,CHALLENGER,421369.75,395128.01,34597.45,1420.96,12/31/2018,PO BOX 1275,,JOSHUA TREE,CA,92252.0,374804.59,24943.49,399748.08,3859.8,0.0,2018.0,405625.88,0.0,0.0,0.0,0.0,15743.87,0,0,0.0,376941.96,0.0,0.0,0.0,0.0,0.0,0.0,5300.0,0.0,0.0,5300.0,12886.05,400325.88,361198.09,0.0,0.0,10/01/2017
51,RONALD O'DONNELL,CA,U.S. House California District 8,Representative,Regular,6/5/18,Lost,None,,12.71,,Dem,H,CA,8.0,DEM,CHALLENGER,0.0,0.0,0.0,0.0,,29982 ANSEL LANE,,HIGHLAND,CA,92346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52,MARK WILLIAMS,CO,U.S. House Colorado District 2,Representative,Regular,6/26/18,Lost,None,None,34.18,No,Dem,H,CO,2.0,DEM,OPEN,93203.09,93203.09,0.0,0.0,09/30/2018,1732 YAUPON AVE,,BOULDER,CO,80304.0,55167.18,32264.63,87431.81,0.0,0.0,0.0,87431.81,0.0,0.0,0.0,0.0,0.0,0,0,5771.28,87360.81,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,91.0,5751.28,87340.81,87360.81,0.0,0.0,07/01/2017
53,ARN MENCONI,CO,U.S. House Colorado District 3,Representative,Regular,6/26/18,Lost,None,None,8.2200003,No,Dem,H,CO,3.0,DEM,CHALLENGER,0.0,0.0,0.0,0.0,,P.O. BOX 357,,CARBONDALE,CO,81623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
54,KARL HANLON,CO,U.S. House Colorado District 3,Representative,Regular,6/26/18,Lost,None,None,27.68,No,Dem,H,CO,3.0,DEM,CHALLENGER,305207.2,305207.2,0.0,0.0,10/12/2018,271 WILLOW LN,,CARBONDALE,CO,81623.0,202713.32,34340.2,237053.52,150.0,0.0,7829.61,245033.13,0.0,60174.07,0.0,60174.07,0.0,0,0,0.0,282033.12,0.0,0.0,0.0,292.26,0.0,292.26,22881.82,0.0,0.0,22881.82,0.0,222151.31,282033.12,0.0,0.0,10/01/2017
55,KAREN MCCORMICK,CO,U.S. House Colorado District 4,Representative,Regular,6/26/18,Advanced,None,On the Ballot,64.629997,Yes,Dem,H,CO,4.0,DEM,CHALLENGER,976113.46,952913.55,23199.91,0.0,12/31/2018,2949 BREAKWATER DRIVE,,LONGMONT,CO,80503.0,589339.34,286098.88,875438.22,35627.59,0.0,7742.65,918808.46,0.0,13280.0,0.0,13280.0,44025.0,0,0,0.0,875714.76,0.0,0.0,60000.0,13280.0,0.0,13280.0,3918.79,0.0,0.0,3918.79,0.0,914889.67,831689.76,0.0,0.0,06/01/2017
56,JASON CROW,CO,U.S. House Colorado District 6,Representative,Regular,6/26/18,Advanced,None,On the Ballot,65.940002,Yes,Dem,H,CO,6.0,DEM,CHALLENGER,5712546.74,5667236.29,45310.45,49404.28,12/31/2018,PO BOX 32145,,AURORA,CO,800412145.0,3417962.36,774577.1,4192539.46,544541.17,0.0,0.0,4737080.63,964276.91,6000.0,0.0,6000.0,5189.2,0,0,0.0,5632615.57,0.0,0.0,0.0,6000.0,0.0,6000.0,15427.5,0.0,0.0,15427.5,13193.22,4721653.13,5627426.37,0.0,0.0,04/01/2017
57,LEVI TILLEMANN,CO,U.S. House Colorado District 6,Representative,Regular,6/26/18,Lost,None,None,34.060001,No,Dem,H,CO,6.0,DEM,CHALLENGER,351801.95,351801.95,0.0,0.0,10/09/2018,PO BOX 31468,,AURORA,CO,80041.0,257895.17,68123.5,326018.67,4000.0,0.0,325.0,330343.67,0.0,19000.0,0.0,19000.0,2458.28,0,0,0.0,306007.91,0.0,0.0,0.0,472.68,0.0,472.68,39201.36,0.0,4000.0,43201.36,2120.0,287142.31,303549.63,0.0,0.0,05/01/2017
58,BARBARA SEIDMAN,GA,U.S. House Georgia District 1,Representative,Regular,5/22/18,Lost,None,None,32.459999,No,Dem,H,GA,1.0,DEM,CHALLENGER,61668.0,56163.0,3086.0,,05/29/2018,515 BAY STREET,,WAYCROSS,GA,31501.0,2241.0,213.0,2379.0,0.0,0.0,7522.0,9976.0,0.0,52350.0,0.0,52350.0,51.0,0,0,0.0,56163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,10027.0,56163.0,0.0,,09/06/2017
59,CHALIS MONTGOMERY,GA,U.S. House Georgia District 10,Representative,Regular,5/22/18,Lost,None,None,26.459999,No,Dem,H,GA,10.0,DEM,CHALLENGER,99811.3,98757.45,-1652.61,2837.36,12/31/2018,PO BOX 412,,BETHLEHEM,GA,30620.0,45231.72,53933.94,99165.66,500.0,0.0,140.34,99806.0,0.0,0.0,0.0,0.0,5.3,0,0,0.0,98732.45,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,99781.0,98727.15,0.0,0.0,07/01/2017
60,TABITHA JOHNSON-GREEN,GA,U.S. House Georgia District 10,Representative,Regular,5/22/18,Advanced,None,On the Ballot,50.200001,Yes,Dem,H,GA,10.0,DEM,CHALLENGER,24773.15,23591.44,1181.71,0.0,12/31/2018,85 NEW CASTLE DR,P. O. BOX 5973,SANDERSVILLE,GA,31082.0,5062.69,12052.76,17115.45,600.39,0.0,5280.0,22995.84,1777.31,0.0,0.0,0.0,0.0,0,0,0.0,18296.44,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,75.0,5220.0,22920.84,18296.44,0.0,0.0,01/01/2018
61,FRANCYS JOHNSON,GA,U.S. House Georgia District 12,Representative,Regular,5/22/18,Advanced,None,On the Ballot,52.860001,Yes,Dem,H,GA,12.0,DEM,CHALLENGER,282355.12,282355.12,0.0,0.0,12/31/2018,314 DOGWOOD TRAIL,,STATESBORO,GA,30461.0,162675.54,68926.69,231602.23,22559.91,5923.15,20379.69,280464.98,0.0,0.0,0.0,0.0,1890.14,0,0,0.0,275242.36,0.0,0.0,0.0,0.0,0.0,0.0,4235.0,0.0,0.0,4235.0,2877.76,276229.98,273352.22,0.0,0.0,01/01/2018
62,ROBERT INGHAM,GA,U.S. House Georgia District 12,Representative,Regular,5/22/18,Lost,None,None,31.15,No,Dem,H,GA,12.0,DEM,CHALLENGER,5879.0,0.0,,0.0,06/30/2018,4053 BURNING TREE LANE,,AUGUSTA,GA,30906.0,0.0,0.0,0.0,0.0,0.0,499.0,5879.0,0.0,5879.0,0.0,5879.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5380.0,0.0,0.0,0.0,01/01/2018
63,STEVEN FOSTER,GA,U.S. House Georgia District 14,Representative,Regular,5/22/18,Advanced,None,On the Ballot,100.0,Yes,Dem,H,GA,14.0,DEM,CHALLENGER,12736.0,8086.0,4650.0,,12/31/2018,2709 AIRPORT ROAD #101,,DALTON,GA,30721.0,1684.0,3109.0,4072.0,587.0,560.0,0.0,11769.76,0.0,6854.0,0.0,914.0,0.0,0,0,0.0,8076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11661.0,1597.0,0.0,,01/01/2018
64,BOBBY KAPLE,GA,U.S. House Georgia District 6,Representative,Regular,5/22/18,Lost,None,None,26.25,No,Dem,H,GA,6.0,DEM,CHALLENGER,693572.44,691240.02,2981.93,215591.92,12/31/2018,PO BOX 965,,ALPHARETTA,GA,30009.0,418696.51,28458.32,447154.83,14750.0,0.0,0.0,461904.83,0.0,221163.14,0.0,221163.14,10504.47,0,0,0.0,625491.8,0.0,0.0,0.0,5571.22,0.0,5571.22,60177.0,0.0,0.0,60177.0,0.0,401727.83,614987.33,0.0,0.0,09/28/2017
65,KEVIN ABEL,GA,U.S. House Georgia District 6,Representative,Regular,5/22/18,Advanced,Lost,None,30.540001,No,Dem,H,GA,6.0,DEM,CHALLENGER,898580.07,898580.07,0.0,117125.45,12/31/2018,309 SYCAMORE STREET,,DECATUR,GA,30030.0,627181.79,105981.41,733163.2,0.0,0.0,0.0,733163.2,0.0,0.0,150000.0,150000.0,13736.85,0,0,1680.02,859655.52,0.0,0.0,0.0,32874.55,0.0,32874.55,6050.0,0.0,0.0,6050.0,0.0,727113.2,845918.67,0.0,0.0,10/01/2017
66,CAROLYN BOURDEAUX,GA,U.S. House Georgia District 7,Representative,Regular,5/22/18,Advanced,Advanced,On the Ballot,27.280001,Yes,Dem,H,GA,7.0,DEM,CHALLENGER,2943199.78,2801216.29,141933.49,0.0,12/31/2018,PO BOX 301,,SUWANEE,GA,30024.0,2101313.12,452173.67,2553486.79,204485.94,5000.0,4486.47,2767459.2,7959.01,0.0,0.0,0.0,11647.85,0,0,156133.72,2704050.89,0.0,0.0,0.0,0.0,0.0,0.0,23878.84,0.0,150.0,24028.84,73136.56,2743430.36,2692403.04,0.0,0.0,07/05/2017
67,DAVID KIM,GA,U.S. House Georgia District 7,Representative,Regular,5/22/18,Advanced,Lost,None,25.98,No,Dem,H,GA,7.0,DEM,CHALLENGER,1547808.5,1530872.22,16986.28,475000.0,12/31/2018,PO BOX 4507,,SUWANEE,GA,30024.0,257811.0,18796.5,276607.5,500.0,0.0,478388.88,755496.38,0.0,736100.0,0.0,736100.0,56212.12,0,0,0.0,1519052.22,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,600.0,11220.0,754896.38,1462840.1,0.0,0.0,04/01/2017
68,ETHAN PHAM,GA,U.S. House Georgia District 7,Representative,Regular,5/22/18,Lost,None,None,17.84,No,Dem,H,GA,7.0,DEM,CHALLENGER,449570.44,449515.53,54.91,150000.0,06/30/2018,2023 EXECUTIVE DRIVE,,DULUTH,GA,30096.0,233050.0,43908.88,276958.88,2250.0,0.0,15255.0,294463.88,0.0,150000.0,0.0,150000.0,5106.56,0,0,0.0,434140.53,0.0,0.0,0.0,0.0,0.0,0.0,15375.0,0.0,0.0,15375.0,0.0,279088.88,429033.97,0.0,0.0,07/01/2017
69,KATHLEEN ALLEN,GA,U.S. House Georgia District 7,Representative,Regular,5/22/18,Lost,None,None,11.02,No,Dem,H,GA,7.0,DEM,CHALLENGER,96833.08,71827.82,0.0,0.0,09/30/2018,297 LONGVIEW DRIVE,,NORCROSS,GA,30071.0,34478.62,11354.46,45833.08,1000.0,0.0,0.0,46833.08,0.0,25000.0,25000.0,50000.0,0.0,0,0,0.0,67815.82,0.0,0.0,0.0,4012.0,0.0,4012.0,0.0,0.0,0.0,0.0,0.0,46833.08,67815.82,0.0,0.0,04/01/2017
70,MELISSA DAVIS,GA,U.S. House Georgia District 7,Representative,Regular,5/22/18,Lost,None,None,13.67,No,Dem,H,GA,7.0,DEM,CHALLENGER,66192.42,66192.42,0.0,21100.0,12/31/2018,1595 PEACHTREE PKWY SUITE 204-367,,CUMMING,GA,30041.0,22001.0,23091.42,45092.42,0.0,0.0,0.0,45092.42,0.0,21100.0,0.0,21100.0,0.0,0,0,0.0,66192.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45092.42,66192.42,0.0,0.0,07/01/2017
71,DAVE COOPER,GA,U.S. House Georgia District 9,Representative,Regular,5/22/18,Lost,None,None,47.27,No,Dem,H,GA,9.0,DEM,CHALLENGER,39593.31,28841.84,10751.47,19042.31,05/02/2018,1828 LITTLE CREEK ROAD,,CLAYTON,GA,30525.0,16733.0,3760.0,20493.0,0.0,58.0,0.0,20551.0,0.0,19042.31,0.0,19042.31,0.0,0,0,0.0,28841.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20551.0,28841.84,0.0,0.0,01/01/2018
72,ABBY FINKENAUER,IA,U.S. House Iowa District 1,Representative,Regular,6/5/18,Advanced,None,On the Ballot,66.800003,Yes,Dem,H,IA,1.0,DEM,CHALLENGER,4601774.98,4572791.56,28983.42,48958.2,12/31/2018,P.O. BOX 598,,DUBUQUE,IA,52004.0,2787205.1,844717.72,3631922.82,708114.11,15000.0,0.0,4355036.93,245249.27,0.0,0.0,0.0,1244.84,0,0,243.94,4564356.25,0.0,0.0,0.0,0.0,0.0,0.0,8135.31,0.0,300.0,8435.31,0.0,4346601.62,4563111.41,0.0,0.0,04/01/2017
73,GEORGE RAMSEY,IA,U.S. House Iowa District 1,Representative,Regular,6/5/18,Lost,None,None,6.3699999,No,Dem,H,IA,1.0,DEM,CHALLENGER,71612.69,65040.17,6572.52,0.0,12/31/2018,P.O. BOX 10762,,CEDAR RAPIDS,IA,52410.0,32629.92,17582.77,50212.69,0.0,0.0,0.0,50212.69,0.0,21400.0,0.0,21400.0,0.0,0,0,0.0,65040.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50212.69,65040.17,0.0,0.0,07/01/2017
74,THOMAS HECKROTH,IA,U.S. House Iowa District 1,Representative,Regular,6/5/18,Lost,None,None,19.120001,No,Dem,H,IA,1.0,DEM,CHALLENGER,340829.68,340829.68,0.0,0.0,09/30/2018,300 STATE STREET #207,,CEDAR FALLS,IA,50613.0,336013.27,485.0,336498.27,0.0,0.0,1623.41,338121.68,0.0,0.0,0.0,0.0,1884.0,0,0,824.0,316973.45,0.0,0.0,0.0,0.0,0.0,0.0,21899.0,0.0,0.0,21899.0,1957.23,316222.68,315089.45,0.0,0.0,07/01/2017
75,CINDY AXNE,IA,U.S. House Iowa District 3,Representative,Regular,6/5/18,Advanced,None,On the Ballot,57.799999,Yes,Dem,H,IA,3.0,DEM,CHALLENGER,5243411.69,5223872.91,19538.78,41401.1,12/31/2018,3775 EP TRUE PARKWAY,P.O. BOX 126,WEST DES MOINES,IA,50265.0,3272715.09,961492.32,4234207.41,461976.96,22630.0,7082.3,4725896.67,488895.22,27000.0,0.0,27000.0,1614.38,0,0,5.42,5165380.13,0.0,0.0,17500.0,27000.0,0.0,27000.0,12707.18,0.0,1285.6,13992.78,0.0,4711903.89,5163765.75,0.0,0.0,04/01/2017
76,PETE D'ALESSANDRO,IA,U.S. House Iowa District 3,Representative,Regular,6/5/18,Lost,None,None,15.58,No,Dem,H,IA,3.0,DEM,CHALLENGER,372277.85,370050.51,2227.34,0.0,12/31/2018,PO BOX 4724,,DES MOINES,IA,50305.0,130313.82,216567.26,346881.08,9620.0,0.0,250.0,356751.08,0.0,0.0,0.0,0.0,404.1,0,0,15122.67,369759.51,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,291.0,0.0,356460.08,369355.41,0.0,0.0,04/25/2017
77,JOHN PASCHEN,IA,U.S. House Iowa District 4,Representative,Regular,6/5/18,Lost,None,None,16.719999,No,Dem,H,IA,4.0,DEM,CHALLENGER,134554.02,134553.55,0.0,0.0,07/31/2018,2117 GRAEBER ST,,AMES,IA,50014.0,86588.09,4146.0,90734.09,133.0,0.0,2725.04,93592.13,0.0,40000.0,0.0,40000.0,1.39,0,0,960.5,111156.55,0.0,0.0,0.0,21752.0,0.0,21752.0,1645.0,0.0,0.0,1645.0,0.0,91947.13,111155.16,0.0,0.0,07/01/2017
78,LEANN JACOBSEN,IA,U.S. House Iowa District 4,Representative,Regular,6/5/18,Lost,None,None,31.92,No,Dem,H,IA,4.0,DEM,CHALLENGER,276410.33,276410.33,0.0,54434.19,06/26/2018,P.O. BOX 122,,SPENCER,IA,51301.0,131350.0,59071.4,190421.4,1000.0,0.0,17291.43,208712.83,0.0,65000.0,0.0,65000.0,79.5,0,0,2618.0,257909.52,0.0,0.0,0.0,10565.81,0.0,10565.81,7935.0,0.0,0.0,7935.0,0.0,200777.83,257830.02,0.0,0.0,07/01/2017
79,JAMES VANDERMAAS,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,Lost,None,None,15.8,No,Dem,H,ID,1.0,DEM,OPEN,19204.87,19204.87,0.0,0.0,07/16/2018,4722 W SAGUARO DR,,EAGLE,ID,83616.0,14337.5,2910.0,17247.5,0.0,0.0,0.0,17247.5,0.0,1000.0,0.0,1000.0,957.37,0,0,0.0,17679.87,0.0,0.0,0.0,1000.0,0.0,1000.0,25.0,0.0,0.0,25.0,500.0,17222.5,16722.5,0.0,0.0,05/11/2017
80,MICHAEL SMITH,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,Lost,None,None,14.5,No,Dem,H,ID,1.0,DEM,OPEN,0.0,0.0,0.0,0.0,,3452 N MCMULLEN DRIVE,,POST FALLS,ID,83854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
81,PETER RICKARDS,ID,U.S. House Idaho District 2,Representative,Regular,5/15/18,Lost,None,None,32.400002,No,Dem,H,ID,2.0,DEM,CHALLENGER,0.0,0.0,0.0,0.0,,PO BOX 5022,,TWIN FALLS,ID,83301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
82,BRENDAN KELLY,IL,U.S. House Illinois District 12,Representative,Regular,3/20/18,Advanced,None,On the Ballot,81.0,Yes,Dem,H,IL,12.0,DEM,CHALLENGER,3931101.31,3927041.56,4059.75,0.0,12/31/2018,PO BOX 736,,BELLEVILLE,IL,62222.0,2404198.15,593559.52,2997757.67,594324.48,10000.0,3515.97,3605598.12,323815.7,0.0,0.0,0.0,1687.49,0,0,0.0,3886341.89,0.0,0.0,0.0,0.0,0.0,0.0,38074.67,0.0,2100.0,40174.67,525.0,3565423.45,3884654.4,0.0,0.0,07/01/2017
83,DAVID BEQUETTE,IL,U.S. House Illinois District 12,Representative,Regular,3/20/18,Lost,None,None,19.0,No,Dem,H,IL,12.0,DEM,CHALLENGER,14684.25,14684.25,0.0,0.0,06/30/2018,604 S. RAPP,,COLUMBIA,IL,62236.0,8550.0,6131.0,14681.0,0.0,0.0,3.0,14684.0,0.0,0.0,0.0,0.0,0.0,0,0,0.25,14404.25,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,250.0,30.0,14434.0,14404.25,0.0,0.0,07/01/2017
84,BETSY LONDRIGAN,IL,U.S. House Illinois District 13,Representative,Regular,3/20/18,Advanced,None,On the Ballot,45.700001,Yes,Dem,H,IL,13.0,DEM,CHALLENGER,4258543.71,4257797.06,746.65,0.0,12/31/2018,26 VIRGINIA LANE,,SPRINGFIELD,IL,62712.0,2774741.32,597053.67,3371794.99,332432.21,0.0,15272.72,3719499.92,529176.54,0.0,0.0,0.0,2625.0,0,0,7242.25,4218188.68,0.0,0.0,0.0,0.0,0.0,0.0,38608.38,0.0,1000.0,39608.38,0.0,3679891.54,4215563.68,0.0,0.0,06/01/2017
85,ERIK JONES,IL,U.S. House Illinois District 13,Representative,Regular,3/20/18,Lost,None,None,22.4,No,Dem,H,IL,13.0,DEM,CHALLENGER,516102.36,516102.36,0.0,0.0,09/28/2018,17 JUNCTION DR.,#304,GLEN CARBON,IL,62034.0,381261.0,81825.07,463086.07,13000.0,0.0,4615.0,480701.07,0.0,35000.0,0.0,35000.0,401.29,0,0,0.0,490327.48,0.0,0.0,0.0,839.88,0.0,839.88,24935.0,0.0,0.0,24935.0,0.0,455766.07,489926.19,0.0,0.0,07/17/2017
86,JONATHAN EBEL,IL,U.S. House Illinois District 13,Representative,Regular,3/20/18,Lost,None,None,13.3,No,Dem,H,IL,13.0,DEM,CHALLENGER,285338.87,285678.87,0.0,0.0,06/30/2018,27 MONTCLAIR RD,,URBANA,IL,61801.0,231186.06,50249.0,281435.06,0.0,0.0,3609.55,285044.61,0.0,0.0,0.0,0.0,294.26,0,0,0.0,263593.87,0.0,0.0,0.0,0.0,0.0,0.0,21745.0,0.0,0.0,21745.0,340.0,263299.61,263299.61,0.0,0.0,07/01/2017
87,DANIEL ROLDAN-JOHNSON,IL,U.S. House Illinois District 14,Representative,Regular,3/20/18,Lost,None,None,2.3,No,Dem,H,IL,14.0,DEM,CHALLENGER,0.0,0.0,0.0,0.0,,664 TIMPANI PLACE,,VOLO,IL,60073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
88,GEORGE WEBER,IL,U.S. House Illinois District 14,Representative,Regular,3/20/18,Lost,None,None,5.0,No,Dem,H,IL,14.0,DEM,CHALLENGER,17255.0,17255.0,0.0,8989.71,04/03/2018,2365 LAKE AVENUE,,LAKEWOOD,IL,60014.0,2500.0,430.0,2930.0,0.0,0.0,0.0,2930.0,0.0,14325.0,0.0,14325.0,0.0,0,0,0.0,11919.71,0.0,0.0,0.0,5335.29,0.0,5335.29,0.0,0.0,0.0,0.0,0.0,2930.0,11919.71,0.0,0.0,04/01/2017
89,JIM WALZ,IL,U.S. House Illinois District 14,Representative,Regular,3/20/18,Lost,None,None,10.0,No,Dem,H,IL,14.0,DEM,CHALLENGER,15711.48,16905.47,-1000.02,2000.0,09/30/2018,4159 N BROWN CIRCLE,,GURNEE,IL,60031.0,7504.0,7207.48,14711.48,0.0,0.0,0.0,14711.48,0.0,1000.0,0.0,1000.0,0.0,0,0,0.0,15905.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,14711.48,15905.47,193.97,0.0,01/01/2017
90,JOHN HOSTA,IL,U.S. House Illinois District 14,Representative,Regular,3/20/18,Lost,None,None,5.0,No,Dem,H,IL,14.0,DEM,CHALLENGER,0.0,0.0,0.0,0.0,,6316 JOHNSBURG ROAD,,SPRINGGROVE,IL,60081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
91,LAUREN UNDERWOOD,IL,U.S. House Illinois District 14,Representative,Regular,3/20/18,Advanced,None,On the Ballot,57.299999,Yes,Dem,H,IL,14.0,DEM,CHALLENGER,4927141.64,4891319.17,35822.47,0.0,12/31/2018,2758 US HIGHWAY 34,SUITE B#149,OSWEGO,IL,60543.0,2769541.04,1213054.79,3982595.83,460237.54,6000.0,9389.86,4458223.23,403247.53,0.0,0.0,0.0,65670.88,0,0,0.0,4624939.45,0.0,0.0,0.0,0.0,0.0,0.0,76904.72,0.0,750.0,77654.72,188725.0,4380568.51,4559268.57,0.0,0.0,05/06/2017
92,MATT BROLLEY,IL,U.S. House Illinois District 14,Representative,Regular,3/20/18,Lost,None,None,13.4,No,Dem,H,IL,14.0,DEM,CHALLENGER,165970.12,165721.02,249.1,0.0,12/31/2018,PO BOX 751,,SUGAR GROVE,IL,60554.0,111164.5,44801.72,155966.22,3850.0,5000.0,624.22,165440.44,0.0,0.0,0.0,0.0,529.68,0,0,0.0,162347.02,0.0,0.0,0.0,0.0,0.0,0.0,1374.0,0.0,0.0,1374.0,2000.0,164066.44,161817.34,0.0,0.0,06/24/2017
93,VICTOR SWANSON,IL,U.S. House Illinois District 14,Representative,Regular,3/20/18,Lost,None,None,7.0,No,Dem,H,IL,14.0,DEM,CHALLENGER,80409.88,80409.88,0.0,0.0,06/30/2018,143 S. RANDALL,#12,BATAVIA,IL,60510.0,46452.2,31636.0,78088.2,0.0,0.0,2267.1,80355.3,0.0,0.0,0.0,0.0,54.58,0,0,0.0,70728.81,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0,9621.07,80295.3,70674.23,0.0,0.0,04/01/2017
